cell_sets_per_sec,cumulative_flops,cumulative_flops_val_sync,decoder_loss,epoch,mfu (%),step,train/gradient_norm,train_loss,val/decoder_loss,val_loss
13.607277870178223,121356599427072.0,,0.49406421184539795,1,6.88055419921875,49,11.960046768188477,2.9389123916625977,,
12.078523635864258,242713198854144.0,,0.28458237648010254,3,6.1075358390808105,99,7.759678840637207,1.6629953384399414,,
9.430014610290527,364069815058432.0,,0.2597024440765381,5,3.3568906784057617,149,8.625353813171387,0.7874205112457275,,
8.095662117004395,485426397708288.0,,0.20600557327270508,7,2.8818886280059814,199,12.17839241027832,0.3772740960121155,,
9.269867897033691,606782980358144.0,,0.2802010774612427,9,3.29988169670105,249,4.459191799163818,0.3311687111854553,,
13.003988265991211,728139630116864.0,,0.3567779064178467,11,4.629151344299316,299,6.772180557250977,0.3638916015625,,
8.658105850219727,849496212766720.0,,0.20856130123138428,13,3.0821073055267334,349,5.2340593338012695,0.2316247820854187,,
,970852795416576.0,,0.19545531272888184,15,,399,6.765023231506348,0.19712841510772705,,
,1092209445175296.0,,0.25610995292663574,17,,449,11.43305778503418,0.2591019868850708,,
,1213565960716288.0,,0.19498813152313232,19,,499,7.442920684814453,0.2040920853614807,,
,1334922677583872.0,,0.20159029960632324,21,,549,3.531208038330078,0.20176196098327637,,
,1456279260233728.0,,0.2854393720626831,23,,599,16.047014236450195,0.27199405431747437,,
14.531888961791992,1577635842883584.0,,0.2450336515903473,24,7.348086357116699,649,3.7274510860443115,0.2350577414035797,,
51.761634826660156,1698992425533440.0,,0.15971481800079346,26,26.173398971557617,699,6.734281063079834,0.12575292587280273,,
10.47597599029541,1820349008183296.0,,0.15659964084625244,28,5.297203540802002,749,4.741948127746582,0.14306491613388062,,
8.819421768188477,1941705590833152.0,,0.18276572227478027,30,3.1395323276519775,799,5.556494235992432,0.13892590999603271,,
8.929091453552246,2063062307700736.0,,0.13243722915649414,32,3.178572416305542,849,6.3663787841796875,0.12124842405319214,,
8.264535903930664,2184418890350592.0,,0.23190760612487793,34,2.9420042037963867,899,4.904561519622803,0.17757916450500488,,
8.091591835021973,2305775473000448.0,,0.23179888725280762,36,2.8804397583007812,949,6.956988334655762,0.16929662227630615,,
8.400733947753906,2427131921432576.0,,0.14389967918395996,38,2.990487813949585,999,4.035566329956055,0.12676990032196045,,
,2548488638300160.0,,0.1316547393798828,40,,1049,4.285835266113281,0.11934226751327515,,
,2669845355167744.0,,0.155836820602417,42,,1099,3.0910959243774414,0.13943123817443848,,
,2791201803599872.0,,0.12311255931854248,44,,1149,3.457639217376709,0.0940866470336914,,
,2912558520467456.0,,0.1281682252883911,46,,1199,2.4301846027374268,0.09800416231155396,,
,3033914968899584.0,,0.13230645656585693,48,,1249,2.980663537979126,0.12724000215530396,,
12.731029510498047,3155271685767168.0,,0.15714989602565765,49,6.437477111816406,1299,2.3476929664611816,0.1422806680202484,,
12.379353523254395,3276628402634752.0,,0.11288011074066162,51,6.259651184082031,1349,3.1932570934295654,0.09417068958282471,,
12.791199684143066,3397984851066880.0,,0.10436737537384033,53,6.467902183532715,1399,2.5305213928222656,0.09117865562438965,,
17.144041061401367,3519341567934464.0,,0.12472856044769287,55,6.1029253005981445,1449,2.655287027359009,0.0887344479560852,,
8.432330131530762,3640698016366592.0,,0.11708271503448486,57,3.0017356872558594,1499,3.76589035987854,0.1226242184638977,,
8.958416938781738,3762054733234176.0,,0.14613878726959229,59,3.189011812210083,1549,2.56235933303833,0.10364699363708496,,
9.606512069702148,3883411181666304.0,,0.15560996532440186,61,3.41972017288208,1599,2.9006290435791016,0.10705405473709106,,
9.153565406799316,4004767898533888.0,,0.09374845027923584,63,3.2584803104400635,1649,2.3716859817504883,0.07458102703094482,,
,4126124615401472.0,,0.09636533260345459,65,,1699,2.635171413421631,0.06951761245727539,,
,4247481063833600.0,,0.11907660961151123,67,,1749,2.3333988189697266,0.08300602436065674,,
,4368837780701184.0,,0.0905526876449585,69,,1799,2.299670934677124,0.06438493728637695,,
,4490194229133312.0,,0.1045684814453125,71,,1849,2.4086532592773438,0.07277083396911621,,
,4611550946000896.0,,0.09912645816802979,73,,1899,1.9785655736923218,0.07573044300079346,,
13.009180068969727,4732907394433024.0,,0.10832042992115021,74,6.578124523162842,1949,2.1639413833618164,0.08873338997364044,,
12.536025047302246,4854263842865152.0,,0.08839881420135498,76,6.338872909545898,1999,1.8160450458526611,0.059729576110839844,,
,,4854263842865152.0,,76,,1999,,,0.4533534049987793,0.27873244881629944
12.56077766418457,4975620828168192.0,,0.08721041679382324,78,6.351388454437256,2049,1.7979516983032227,0.06521397829055786,,
7.6935319900512695,5096977276600320.0,,0.10258722305297852,80,2.738738536834717,2099,2.760737419128418,0.07325863838195801,,
8.673972129821777,5218333725032448.0,,0.15595436096191406,82,3.087754964828491,2149,2.5362472534179688,0.12126636505126953,,
9.424027442932129,5339690710335488.0,,0.12538647651672363,84,3.3547592163085938,2199,2.402947187423706,0.09219473600387573,,
8.993350982666016,5461047158767616.0,,0.1377021074295044,86,3.2014472484588623,2249,2.4529354572296143,0.09600633382797241,,
9.644610404968262,5582403607199744.0,,0.08344697952270508,88,3.4332821369171143,2299,2.0546746253967285,0.06454873085021973,,
,5703760055631872.0,,0.08023607730865479,90,,2349,1.6208431720733643,0.055587708950042725,,
,5825117040934912.0,,0.10599422454833984,92,,2399,2.096339464187622,0.06945031881332397,,
,5946473489367040.0,,0.07930445671081543,94,,2449,1.94529390335083,0.051657021045684814,,
,6067829937799168.0,,0.09312164783477783,96,,2499,1.8475829362869263,0.05881470441818237,,
,6189186923102208.0,,0.08660566806793213,98,,2549,1.625948190689087,0.05919092893600464,,
