TF,target,score
ALX3,BEAN1,0.5384851905368763
ALX3,DNAH1,0.6298164969576105
ALX3,BMP5,0.5753339830232945
ALX3,IQSEC3,0.6987711894348534
ALX3,CA3,0.7931108315634166
ALX3,HOXA2,1.2276837590157306
ALX3,LHFPL3,0.6346697206401267
ALX3,ZDHHC11,0.5786275993616162
ALX3,FAM150B,0.5382401823328726
ALX3,PLA2G4A,0.5772245033906274
ALX3,SPATC1,1.3437667692721964
ALX3,GRID1,0.6621622426376135
ALX3,BAIAP3,0.6730042180771533
ALX3,CABP7,0.6927004111758953
ALX3,CPNE7,0.6879749281324938
ALX3,LHX8,0.5361635768605633
ALX3,ALX3,1.0
ALX3,RAB33A,0.5693871362586567
ALX3,MXD1,0.8341904444788009
ALX3,GAS2L2,0.6893122241503035
ALX3,VPS37D,0.5440137719143523
ALX3,SERF1A,1.113855796259271
ALX3,UBL4B,1.0029008419756178
ALX3,NAT8,1.7904942380539508
ALX3,DCN,2.127976616710022
ALX4,ALX4,1.0
ALX4,LCN1,0.5845085896275837
ALX4,ZNF185,1.0892970811118083
ALX4,RHBDF2,0.6333895154840328
ALX4,CELSR3,1.9471060781043623
ALX4,BARX1,1.1837180334239132
ALX4,SPON2,1.035331613307848
ALX4,CCL19,3.3630257489078885
ALX4,FAM25G,2.641411200002693
ALX4,FAM25C,0.5597472140638611
ALX4,MOV10L1,1.9013913683829562
ALX4,IL6,0.7365240473938073
ALX4,SLC38A3,0.5995766657228359
ALX4,GFRA1,1.7974168704319828
AR,MLKL,0.7834476099327466
AR,TMEFF1,1.0072754235741668
AR,CEP68,0.601447765269286
AR,SERPINB5,0.42960477191076074
AR,EMP1,1.3922489495779327
AR,UGT1A7,1.1554352233029266
ARID3A,TNRC18,0.4274746146037774
ARID3A,HNF1B,0.4680098288586195
ARID3A,C9orf69,0.2539789752881578
ARID3A,WWC3,0.4270196723335657
ARID3A,RNF208,1.2130332313624193
ARID3A,PLEKHG2,0.30353797678151573
ARID3A,ARID3A,1.0
ARID3A,RASA3,0.5899297473307901
ARID3A,FBRS,0.7238619962490346
ARID3A,MTA1,1.40350440659899
ARID3A,FAM19A5,0.4265345723824336
ARID3A,ARHGDIA,0.3074788256979229
ARID3A,MAFG,0.6520968106050983
ARID3A,PLXNB2,0.5873773334910446
ARID3A,FAM20C,0.34248377159254123
ARID3A,FSCN1,2.4802663485689083
ARID3A,COL6A2,0.3847446729668711
ARID3A,ZBTB7A,1.7023687345813494
ARID3A,KIF26A,1.7583892138162975
ARID3A,KIFC3,1.4374411558302207
ARID3A,MYH9,2.004276521937277
ARID3A,DDIT4,0.5491841249021628
ARID3A,COL6A1,0.7176977258711288
ARID3A,ARFGAP1,0.6274645907229164
ARID3A,IGF2BP1,0.31556258783002444
ARID3A,COL18A1,0.3279236011769192
ARID3A,PRKACA,0.35385623832678864
ARID3A,PPM1F,0.4624672094809318
ARID3A,LPCAT1,0.3247257104303909
ARID3A,ZFHX3,0.24553643018426624
ARID3A,SOGA1,1.0539563127957936
ARID3A,PLEC,0.637303181307657
ARID3A,MAPKAPK2,0.7444987726417324
ARID3A,AP3D1,0.5870082841411797
ARID3A,C8orf58,1.0582283558233465
ARID3A,TMPRSS13,0.38227493317876665
ARID3A,PIEZO1,1.0657684426289213
ARID3A,POFUT2,0.5682510850111444
ARID3A,CSNK1G2,1.210038634618083
ARID3A,MIB1,0.27116085978816995
ARID3A,ZNF710,0.2573795315838705
ARID3A,NOTCH1,1.9447779898869357
ARID3A,MEX3A,2.523067569871646
ARID3A,C1QTNF6,0.26265781824183365
ARID3A,LEF1,0.27524967474179607
ARID3A,GNB2,1.4998550829098591
ARID3A,ARVCF,0.710854902438029
ARID3A,PLXNA1,1.4572347420055942
ARID3A,PBX2,0.505057460965685
ARID3A,ZNF787,0.3925203288344553
ARID3A,NOTCH3,1.528536905961735
ARID3A,EFNA2,0.7752380294061323
ARID3A,MAP7D1,0.2732329112350635
ARID3A,FLNA,1.3287551402758622
ARID3A,LRRC71,0.8332409170069408
ARID3A,REXO1,0.30713295662777124
ARID3A,ITM2C,0.9796734895268078
ARID3A,ARID3B,0.3607576603778128
ARID3A,LIMK1,0.6727973888478863
ARID3A,PHF2,0.564364464485128
ARID3A,STK24,0.2443446691602472
ARID3A,MAZ,0.6132474061344383
ARID3A,INPPL1,1.2525685282856767
ARID3A,CAPNS1,0.26769980853925895
ARID3A,MIDN,2.134724170101287
ARID3A,LYPD1,0.30746924526067176
ARID3A,GNAI2,2.296080533751665
ARID3A,AJUBA,0.5937842407849735
ARID3A,KDM4B,0.7012731366921647
ARID3A,KDM6B,0.8075971684232094
ARID3A,PLA2G6,0.38941808519997007
ARID3A,ATXN2L,0.27394822598593566
ARID3A,SERPINH1,0.43821521237160654
ARID3A,FAM160B2,0.25501053024390996
ARID3A,ATP6AP1,0.25173360591472077
ARID3A,SLC4A2,0.781459150841727
ARID3A,CYP2E1,0.4569999173095566
ARID3A,TGFB1,0.5569533990965697
ARID3A,SEPT9,0.7239146579596635
ARID3A,BRI3,0.26213163236695375
ARID3A,SBNO2,0.3226687672666947
ARID3A,ZNF629,0.6704297836952403
ARID3A,AHDC1,0.5659196081623215
ARID3A,IGLL5,1.1023875258362443
ARID3A,CDC42EP4,0.4760700558730148
ARID3A,PDLIM7,0.6984193150940243
ARID3A,ARHGEF17,0.3422819249928319
ARID3A,ADCK2,0.34404693010472703
ARID3A,PIP5K1C,0.7131983154689591
ARID3A,SSBP3,1.4726209411752873
